img,caption
63280.png,a woman sitting on the ground holding a book
16895.png,a man in a suit and tie holding a cell phone
61532.png,a man in a suit and tie posing for a picture
19384.png,a baby giraffe standing next to a pile of rocks
38154.png,a black and white photo of a black and white cat
49267.png,a black and white photo of a white sheep
03574.png,a dog jumping up into the air to catch a frisbee
08937.png,a television that is on top of a fire hydrant
07354.png,a woman laying on the ground with her legs crossed
58134.png,a man walking down the street talking on a cell phone
50346.png,a man in a suit talking on a cell phone
72310.png,a black and white photo of a dog on a leash
87013.png,a woman sitting on a chair holding a stuffed animal
80269.png,men standing next to each other
93615.png,a person holding a lit candle in front of a picture
93786.png,a man sitting on a bed reading a newspaper
47592.png,a woman dressed in a costume and holding an umbrella
84736.png,a man and a woman laying on a bed
01578.png,people playing a game of frisbee
76950.png,a man and a woman are playing a video game
40815.png,a white bus driving down a street next to a christmas tree
76810.png,a man in a suit talking into a microphone
40265.png,a man wearing a santa clause hat
93471.png,a person typing on a computer keyboard
05846.png,a large group of people standing next to each other
72531.png,a collage of photos of men and women playing a game of frisbee
92014.png,a young boy is looking at the camera
68512.png,a painting of a man with a surfboard
51807.png,a man talking on a cell phone in front of a group of people
21403.png,a man in a suit talking on a cell phone
29507.png,a man in a red shirt is holding a red box
06537.png,a man and a woman standing next to each other
51460.png,a couple posing for a picture in front of a body of water
02156.png,a beautiful young woman holding a baby in her arms
86173.png,a woman in a pink dress standing next to a crowd of people
64190.png,a man holding a lit candle in front of a group of candles
08367.png,a woman in a white dress and a man in a black dress
75280.png,a man wearing a hat and holding a camera
16785.png,a child in a kitchen with a spoon and a bowl of food
54812.png,two men standing next to each other in front of a window
52816.png,a woman in a car talking on a cell phone
84395.png,a person holding a pair of scissors on top of a floor
12657.png,a man in a baseball uniform holding a baseball bat
19036.png,a man wearing a suit and tie
14879.png,a man in a suit talking on a cell phone
30687.png,a close up picture of a woman in a black and white photo
96183.png,a woman holding up a sign in front of a fire hydrant
27034.png,a man in a suit talking on a cell phone
06489.png,a woman sitting in front of a microphone in front of a flag
43690.png,a woman holding a microphone in front of a crowd of people
28613.png,a man sitting next to another man on a field
17904.png,a woman posing for a picture with a smile on her face
01379.png,a woman is looking at a child on a cell phone
98731.png,a black and white photo of a man in a suit
45976.png,a number of different types of guns in a drawer
91037.png,a man in a suit posing for a picture
74965.png,a woman and a man are looking at a picture of a giraffe
09641.png,a man in a black shirt is playing a video game
64825.png,a man in a suit with glasses and sunglasses
92413.png,a man in a suit and tie standing in front of a sign
73810.png,a man holding a sign in front of a wall
65978.png,a man in a suit talking on a cell phone
09154.png,a photo taken from the top of a mountain
21930.png,a man sitting on a blanket reading a book
49583.png,two women standing in a kitchen preparing food
98642.png,a cat sitting on top of a christmas tree
53182.png,military personnel standing in front of a flag
68079.png,a white polar bear sitting on top of a sandy beach
86024.png,a man and a woman standing next to each other in front of a building
86139.png,a woman in a bikini posing for a picture
49601.png,a man in a black shirt and a man in a white shirt and a man in a blue shirt and a man in a white shirt and a man in
69780.png,a collage of photos of a man holding a camera
24835.png,a black and white photo of a motorcycle with stickers on it
81962.png,a man in a suit talking on a cell phone
48376.png,a brown and white cow eating hay in a field
14238.png,a man sitting in front of a picture of a man
39560.png,a woman in a suit talking on a cell phone
24958.png,a black and white photo of a man talking on a cell phone
81759.png,a man standing on top of a body of water
70932.png,a woman holding a sign with a cat on it
37965.png,a man that is holding a sign
16075.png,a woman sitting on a bed with a stuffed animal
17025.png,a woman in a suit talking on a cell phone
62308.png,a woman and a man preparing food in a kitchen
92104.png,a brown and white dog sitting on top of a white surface
45297.png,the flag of the united states of america is displayed
15290.png,a person holding a pair of scissors
16702.png,a collage of photos of people eating food
09267.png,a painting of a man in a suit and a woman in a dress
95783.png,a woman sitting at a desk typing on a laptop
13856.png,a police officer on a city street
10793.png,men standing next to each other
28049.png,a black and white photo of a man in a suit
05614.png,a woman sitting on top of a toilet
79124.png,a man is eating a hot dog in front of a crowd of people
40726.png,a man wearing a suit and tie
63025.png,a person holding a cell phone in their hand
85369.png,a woman that is laying down on a couch
81760.png,a man in a suit talking on a cell phone
61423.png,a woman in a black and white photo
31468.png,a man dressed in a santa claus outfit holding a teddy bear
70652.png,a man in a suit is reading a book
97315.png,a woman in a hat talking on a microphone
89206.png,a brown and white dog sitting on top of a table
19537.png,a cat that is sitting in front of a picture
72584.png,a woman talking on a microphone in front of a sign
53649.png,a small black and white kitten laying on a blanket
78052.png,a large building with smoke coming out of it
94351.png,a painting of a person with a snake on their head
04387.png,a man and woman sitting at a table with plates of food
14386.png,a black and white photo of a black and white cat
16920.png,a man in a military uniform is on a motorcycle
39175.png,a police officer standing next to a man on a cell phone
49023.png,a black and white photo of a black and white cat
